Name:,Adam Krajewski
Email:,ak@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
6,Sn14.4 Cu6.2 Al27.2 Mg30.2 Ti7.1 Zn14.9,None,MA+CIP+S,formula converted from neat wt% ratios; resistivity converted from %IACS; ball milled for 40h then pressed under 250MPa and sintered at 453K for 60min,melting temperature,EXP,None,None,562.3235533822,None,K,F14,10.1007/s10854-025-15540-1
7,Sn9.1 Cu10.2 Al32.0 Mg35.5 Zn13.2,None,MA+CIP+S,formula converted from neat wt% ratios; resistivity converted from %IACS; ball milled for 40h then pressed under 250MPa and sintered at 453K for 60min,melting temperature,EXP,None,None,524.8337408313,None,K,F14,10.1007/s10854-025-15540-1
8,Sn11.7 Cu11.0 Al34.4 Mg28.7 Zn14.2,None,MA+CIP+S,formula converted from neat wt% ratios; resistivity converted from %IACS; ball milled for 40h then pressed under 250MPa and sintered at 453K for 60min,melting temperature,EXP,None,None,510.5713121434,None,K,F14,10.1007/s10854-025-15540-1
1,Sn7.7 Cu14.3 Al25.3 Mg28.1 Ti14.3 Zn10.4,None,MA+CIP+S,formula converted from neat wt% ratios; resistivity converted from %IACS; ball milled for 40h then pressed under 250MPa and sintered at 453K for 60min,youngs modulus,EXP,from ultrasonic velocity,298.0,39368723098.9957,None,Pa,F8,10.1007/s10854-025-15540-1
2,Sn9.9 Cu14.7 Al26.0 Mg28.9 Ti9.8 Zn10.7,None,MA+CIP+S,formula converted from neat wt% ratios; resistivity converted from %IACS; ball milled for 40h then pressed under 250MPa and sintered at 453K for 60min,youngs modulus,EXP,from ultrasonic velocity,298.0,40401721664.2754,None,Pa,F8,10.1007/s10854-025-15540-1
3,Sn9.7 Cu10.9 Al25.7 Mg28.5 Ti14.5 Zn10.6,None,MA+CIP+S,formula converted from neat wt% ratios; resistivity converted from %IACS; ball milled for 40h then pressed under 250MPa and sintered at 453K for 60min,youngs modulus,EXP,from ultrasonic velocity,298.0,33400286944.0459,None,Pa,F8,10.1007/s10854-025-15540-1
4,Sn9.9 Cu11.1 Al26.0 Mg28.9 Ti9.8 Zn14.3,None,MA+CIP+S,formula converted from neat wt% ratios; resistivity converted from %IACS; ball milled for 40h then pressed under 250MPa and sintered at 453K for 60min,youngs modulus,EXP,from ultrasonic velocity,298.0,36384505021.5208,None,Pa,F8,10.1007/s10854-025-15540-1
5,Sn14.3 Cu7.6 Al26.9 Mg29.9 Ti10.1 Zn11.1,None,MA+CIP+S,formula converted from neat wt% ratios; resistivity converted from %IACS; ball milled for 40h then pressed under 250MPa and sintered at 453K for 60min,youngs modulus,EXP,from ultrasonic velocity,298.0,35351506456.241,None,Pa,F8,10.1007/s10854-025-15540-1
6,Sn14.4 Cu6.2 Al27.2 Mg30.2 Ti7.1 Zn14.9,None,MA+CIP+S,formula converted from neat wt% ratios; resistivity converted from %IACS; ball milled for 40h then pressed under 250MPa and sintered at 453K for 60min,youngs modulus,EXP,from ultrasonic velocity,298.0,35351506456.241,None,Pa,F8,10.1007/s10854-025-15540-1
7,Sn9.1 Cu10.2 Al32.0 Mg35.5 Zn13.2,None,MA+CIP+S,formula converted from neat wt% ratios; resistivity converted from %IACS; ball milled for 40h then pressed under 250MPa and sintered at 453K for 60min,youngs modulus,EXP,from ultrasonic velocity,298.0,36384505021.5208,None,Pa,F8,10.1007/s10854-025-15540-1
8,Sn11.7 Cu11.0 Al34.4 Mg28.7 Zn14.2,None,MA+CIP+S,formula converted from neat wt% ratios; resistivity converted from %IACS; ball milled for 40h then pressed under 250MPa and sintered at 453K for 60min,youngs modulus,EXP,from ultrasonic velocity,298.0,34318507890.9612,None,Pa,F8,10.1007/s10854-025-15540-1
RD1,W5Hf5Ta35V35Nb20,BCC,AC,None,UCS,EXP,1e-3 strain rate,298.0,2362000000.0,None,Pa,None,10.1016/j.scriptamat.2025.117086
RD2,W20Ta35V35Ti10,BCC,AC,None,UCS,EXP,1e-3 strain rate,298.0,2105000000.0,None,Pa,None,10.1016/j.scriptamat.2025.117086
RD3,W30Zr5Ta20V35Ti10,BCC,AC,None,UCS,EXP,1e-3 strain rate,298.0,2039000000.0,None,Pa,None,10.1016/j.scriptamat.2025.117086
RD1,W5Hf5Ta35V35Nb20,BCC,AC,None,compressive yield stress,EXP,1e-3 strain rate,298.0,1180000000.0,None,Pa,None,10.1016/j.scriptamat.2025.117086
RD1,W5Hf5Ta35V35Nb20,BCC,AC,None,minimum compressive ductility,EXP,1e-3 strain rate,298.0,45.2,None,%,None,10.1016/j.scriptamat.2025.117086
RD2,W20Ta35V35Ti10,BCC,AC,None,compressive ductility,EXP,1e-3 strain rate,298.0,11.7,None,%,None,10.1016/j.scriptamat.2025.117086
RD3,W30Zr5Ta20V35Ti10,BCC,AC,None,compressive ductility,EXP,1e-3 strain rate,298.0,12.7,None,%,None,10.1016/j.scriptamat.2025.117086
None,Co10 Cr20 Cu20 Mn20 Nb10 Ni20,L12+C14+B2,MA+S,sintered at 950*C under 50MPa for 10min,hardness,EXP,None,298.0,4344501000.0,None,Pa,None,10.1016/j.mtcomm.2025.114374
None,AlAgCuNiSnTi,None,VAM,None,None,None,None,None,None,None,None,None,10.3390/ma12060926
None,AlAgCuNiSnTi,None,VAM+H,homogenized at 1073K,None,None,None,None,None,None,None,None,10.3390/ma12060926
None,HfNbTiZr,None,AAM+CR+HT,cold rolled to 90% reduction and "annealed" at 1050*C for 40s,tensile yield stress,EXP,None,298.0,780000000.0,None,Pa,None,10.1016/j.msea.2025.149514
None,HfNbTiZr,None,AAM+CR+HT,cold rolled to 90% reduction and "annealed" at 1050*C for 40s,uniform elongation,EXP,None,298.0,4.0,None,%,None,10.1016/j.msea.2025.149514
None,HfNbTiZr,None,AAM+CR+HT,cold rolled to 90% reduction and "annealed" at 1050*C for 40s,tensile ductility,EXP,None,298.0,33.5,None,%,None,10.1016/j.msea.2025.149514
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in air,compressive yield stress,EXP,1e-4 strain rate,298.0,1230365853.65853,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in air,compressive yield stress,EXP,1e-4 strain rate,298.0,1232361549.4978402,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,473.0,1004852223.81635,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,473.0,1008843615.49497,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,523.0,956955523.672883,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,523.0,966934002.86944,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,573.0,933007173.6011469,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,573.0,919037302.725968,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,623.0,873136298.421807,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,623.0,871140602.5824959,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,673.0,847192252.51076,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,673.0,849187948.350071,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,723.0,805282639.885222,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,723.0,813265423.242467,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,773.0,773351506.456241,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,773.0,775347202.295552,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,873.0,741420373.027259,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,873.0,725454806.312769,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,973.0,729446197.9913911,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,973.0,727450502.15208,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1073.0,729446197.9913911,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1073.0,709489239.598278,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1173.0,729446197.9913911,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1173.0,711484935.437589,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1273.0,717472022.955523,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1273.0,695519368.723099,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1373.0,701506456.241033,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1373.0,669575322.812051,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1473.0,663588235.294117,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1473.0,637644189.3830701,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1523.0,641635581.061693,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1523.0,607708751.7933999,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1573.0,629661406.025825,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1573.0,551829268.292683,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1623.0,597730272.596843,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1623.0,462022955.523673,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1673.0,537859397.417503,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1673.0,400156384.505021,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1723.0,477988522.238163,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1723.0,306358680.057388,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1773.0,378203730.272596,None,Pa,F3c,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive yield stress,EXP,1e-4 strain rate,1773.0,174642754.66283998,None,Pa,F3c,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive ductility,EXP,variable strain rate,473.0,3.45,None,%,F3a,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive ductility,EXP,variable strain rate,473.0,4.15,None,%,F3b,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive ductility,EXP,variable strain rate,673.0,2.875,None,%,F3a,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive ductility,EXP,variable strain rate,673.0,3.625,None,%,F3b,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive ductility,EXP,variable strain rate,873.0,2.625,None,%,F3a,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive ductility,EXP,variable strain rate,873.0,2.825,None,%,F3b,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive ductility,EXP,variable strain rate,1073.0,2.775,None,%,F3a,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive ductility,EXP,variable strain rate,1073.0,2.875,None,%,F3b,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive ductility,EXP,variable strain rate,1273.0,3.025,None,%,F3a,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive ductility,EXP,variable strain rate,1273.0,2.475,None,%,F3b,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,compressive ductility,EXP,variable strain rate,1673.0,2.55,None,%,F3a,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,compressive ductility,EXP,variable strain rate,1673.0,2.375,None,%,F3b,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,UCS,EXP,variable strain rate,473.0,1033250620.3473899,None,Pa,F3a,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,UCS,EXP,variable strain rate,473.0,1033250620.3473899,None,Pa,F3b,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,UCS,EXP,variable strain rate,673.0,839702233.25062,None,Pa,F3a,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,UCS,EXP,variable strain rate,673.0,893300248.138957,None,Pa,F3b,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,UCS,EXP,variable strain rate,873.0,783126550.868486,None,Pa,F3a,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,UCS,EXP,variable strain rate,873.0,783126550.868486,None,Pa,F3b,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,UCS,EXP,variable strain rate,1073.0,765260545.905707,None,Pa,F3a,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,UCS,EXP,variable strain rate,1073.0,738461538.461538,None,Pa,F3b,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,UCS,EXP,variable strain rate,1273.0,753349875.930521,None,Pa,F3a,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,UCS,EXP,variable strain rate,1273.0,723573200.992555,None,Pa,F3b,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,UCS,EXP,variable strain rate,1673.0,571712158.8089321,None,Pa,F3a,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,UCS,EXP,variable strain rate,1673.0,449627791.56327504,None,Pa,F3b,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in air,UTS,EXP,1e-4 strain rate,298.0,85436893.2038835,None,Pa,F4a,10.1016/j.msea.2025.149507
