Name:,Adam Krajewski
Email:,ak@ainm.io
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
Y0.3,Ti54.80 Zr9.96 V14.95 Nb9.96 Al9.96 Y0.15 O0.22,BCC+Y2O3,AAM+HR+RX+WQ,hot rolled at 873K to 85% reduction then recrystallized at 1073K for 1h and water quenched; Y2O3 nanoparticles added to the melt,tensile yield stress,EXP,None,298.0,1370000000.0,20000000.0,Pa,None,10.1016/j.ijplas.2026.104622
Y0,Ti55 Zr10 V15 Nb10 Al10,BCC,AAM+HR+RX+WQ,hot rolled at 873K to 85% reduction then recrystallized at 1073K for 1h and water quenched,UTS,EXP,None,298.0,1010000000.0,10000000.0,Pa,None,10.1016/j.ijplas.2026.104622
Y0.3,Ti54.80 Zr9.96 V14.95 Nb9.96 Al9.96 Y0.15 O0.22,BCC+Y2O3,AAM+HR+RX+WQ,hot rolled at 873K to 85% reduction then recrystallized at 1073K for 1h and water quenched; Y2O3 nanoparticles added to the melt,UTS,EXP,None,298.0,1490000000.0,15000000.0,Pa,None,10.1016/j.ijplas.2026.104622
Y0,Ti55 Zr10 V15 Nb10 Al10,BCC,AAM+HR+RX+WQ,hot rolled at 873K to 85% reduction then recrystallized at 1073K for 1h and water quenched,tensile ductility,EXP,None,298.0,18.1,1.5,%,None,10.1016/j.ijplas.2026.104622
Y0.3,Ti54.80 Zr9.96 V14.95 Nb9.96 Al9.96 Y0.15 O0.22,BCC+Y2O3,AAM+HR+RX+WQ,hot rolled at 873K to 85% reduction then recrystallized at 1073K for 1h and water quenched; Y2O3 nanoparticles added to the melt,tensile ductility,EXP,None,298.0,15.3,0.6,%,None,10.1016/j.ijplas.2026.104622
Y0,Ti55 Zr10 V15 Nb10 Al10,BCC,AAM+HR+RX+WQ,hot rolled at 873K to 85% reduction then recrystallized at 1073K for 1h and water quenched,uniform elongation,EXP,None,298.0,2.5,0.8,%,None,10.1016/j.ijplas.2026.104622
Y0.3,Ti54.80 Zr9.96 V14.95 Nb9.96 Al9.96 Y0.15 O0.22,BCC+Y2O3,AAM+HR+RX+WQ,hot rolled at 873K to 85% reduction then recrystallized at 1073K for 1h and water quenched; Y2O3 nanoparticles added to the melt,uniform elongation,EXP,None,298.0,7.0,0.5,%,None,10.1016/j.ijplas.2026.104622
Zr0,NbMoTa,BCC,VAM,None,hardness,EXP,None,298.0,4550000000.0,None,Pa,T3,10.1016/j.ijrmhm.2026.107677
Zr0.2,NbMoTaZr0.2,BCC+BCC,VAM,very minor second BCC phase,hardness,EXP,None,298.0,5020000000.0,None,Pa,T3,10.1016/j.ijrmhm.2026.107677
Zr0.6,NbMoTaZr0.6,BCC+BCC,VAM,None,hardness,EXP,None,298.0,5220000000.0,None,Pa,T3,10.1016/j.ijrmhm.2026.107677
Zr1.0,NbMoTaZr1.0,BCC+BCC,VAM,None,hardness,EXP,None,298.0,5450000000.0,None,Pa,T3,10.1016/j.ijrmhm.2026.107677
Zr1.4,NbMoTaZr1.4,BCC+BCC,VAM,None,hardness,EXP,None,298.0,5150000000.0,None,Pa,T3,10.1016/j.ijrmhm.2026.107677
Zr0,NbMoTa,BCC,VAM,None,compressive yield strength,EXP,1e-3 strain rate,298.0,963000000.0,None,Pa,T3,10.1016/j.ijrmhm.2026.107677
Zr0.2,NbMoTaZr0.2,BCC+BCC,VAM,very minor second BCC phase,compressive yield strength,EXP,1e-3 strain rate,298.0,1225000000.0,None,Pa,T3,10.1016/j.ijrmhm.2026.107677
Zr0.6,NbMoTaZr0.6,BCC+BCC,VAM,None,compressive yield strength,EXP,1e-3 strain rate,298.0,1387000000.0,None,Pa,T3,10.1016/j.ijrmhm.2026.107677
Zr1.0,NbMoTaZr1.0,BCC+BCC,VAM,None,compressive yield strength,EXP,1e-3 strain rate,298.0,1457000000.0,None,Pa,T3,10.1016/j.ijrmhm.2026.107677
Zr1.4,NbMoTaZr1.4,BCC+BCC,VAM,None,compressive yield strength,EXP,1e-3 strain rate,298.0,1352000000.0,None,Pa,T3,10.1016/j.ijrmhm.2026.107677
Zr0,NbMoTa,BCC,VAM,None,compressive plastic strain,EXP,1e-3 strain rate,298.0,6.3,None,%,T3,10.1016/j.ijrmhm.2026.107677
Zr0.2,NbMoTaZr0.2,BCC+BCC,VAM,very minor second BCC phase,compressive plastic strain,EXP,1e-3 strain rate,298.0,14.2,None,%,T3,10.1016/j.ijrmhm.2026.107677
Zr0.6,NbMoTaZr0.6,BCC+BCC,VAM,None,compressive plastic strain,EXP,1e-3 strain rate,298.0,18.1,None,%,T3,10.1016/j.ijrmhm.2026.107677
Zr1.0,NbMoTaZr1.0,BCC+BCC,VAM,None,compressive plastic strain,EXP,1e-3 strain rate,298.0,20.1,None,%,T3,10.1016/j.ijrmhm.2026.107677
Zr1.4,NbMoTaZr1.4,BCC+BCC,VAM,None,compressive plastic strain,EXP,1e-3 strain rate,298.0,25.2,None,%,T3,10.1016/j.ijrmhm.2026.107677
Zr0,NbMoTa,BCC,VAM,None,compressive ductility,EXP,1e-3 strain rate,298.0,5.5,None,%,F7a,10.1016/j.ijrmhm.2026.107677
Zr0.2,NbMoTaZr0.2,BCC+BCC,VAM,very minor second BCC phase,compressive ductility,EXP,1e-3 strain rate,298.0,13.5,None,%,F7a,10.1016/j.ijrmhm.2026.107677
Zr0.6,NbMoTaZr0.6,BCC+BCC,VAM,None,compressive ductility,EXP,1e-3 strain rate,298.0,19.0,None,%,F7a,10.1016/j.ijrmhm.2026.107677
Zr1.0,NbMoTaZr1.0,BCC+BCC,VAM,None,compressive ductility,EXP,1e-3 strain rate,298.0,20.0,None,%,F7a,10.1016/j.ijrmhm.2026.107677
Zr1.4,NbMoTaZr1.4,BCC+BCC,VAM,None,compressive ductility,EXP,1e-3 strain rate,298.0,22.0,None,%,F7a,10.1016/j.ijrmhm.2026.107677
HD1,Ti23.5 Zr18.7 Nb35.4 Mo13.8 W8.6,BCC+BCC,VAM,composition was ML-optimized; property value averaged from 3 runs; property uncertainty set as 1/2 of range from 3 runs,compressive yield strength,EXP,None,298.0,1597000000.0,18000000.0,Pa,F11,10.1016/j.mtadv.2026.100712
HD2,Ti11.4 Zr16.3 Nb39.7 Mo11.4 W21.2,BCC+BCC,VAM,composition was ML-optimized; property value averaged from 3 runs; property uncertainty set as 1/2 of range from 3 runs,compressive yield strength,EXP,None,298.0,1794000000.0,44000000.0,Pa,F11,10.1016/j.mtadv.2026.100712
LD,Ti21.7 Zr24.6 Hf7.1 Ta30.7 W15.9,BCC+BCC,VAM,composition was ML-optimized; property value averaged from 3 runs; property uncertainty set as 1/2 of range from 3 runs,compressive yield strength,EXP,None,298.0,1764000000.0,41000000.0,Pa,F11,10.1016/j.mtadv.2026.100712
HD1,Ti23.5 Zr18.7 Nb35.4 Mo13.8 W8.6,BCC+BCC,VAM,composition was ML-optimized; property value averaged from 3 runs; property uncertainty set as 1/2 of range from 3 runs,UCS,EXP,None,298.0,2032000000.0,17000000.0,Pa,F11,10.1016/j.mtadv.2026.100712
HD2,Ti11.4 Zr16.3 Nb39.7 Mo11.4 W21.2,BCC+BCC,VAM,composition was ML-optimized; property value averaged from 3 runs; property uncertainty set as 1/2 of range from 3 runs,UCS,EXP,None,298.0,2279000000.0,61000000.0,Pa,F11,10.1016/j.mtadv.2026.100712
LD,Ti21.7 Zr24.6 Hf7.1 Ta30.7 W15.9,BCC+BCC,VAM,composition was ML-optimized; property value averaged from 3 runs; property uncertainty set as 1/2 of range from 3 runs,UCS,EXP,None,298.0,1914000000.0,33000000.0,Pa,F11,10.1016/j.mtadv.2026.100712
HD1,Ti23.5 Zr18.7 Nb35.4 Mo13.8 W8.6,BCC+BCC,VAM,composition was ML-optimized; property value averaged from 3 runs; property uncertainty set as 1/2 of range from 3 runs,compressive ductility,EXP,None,298.0,17.4,1.8,%,F11,10.1016/j.mtadv.2026.100712
HD2,Ti11.4 Zr16.3 Nb39.7 Mo11.4 W21.2,BCC+BCC,VAM,composition was ML-optimized; property value averaged from 3 runs; property uncertainty set as 1/2 of range from 3 runs,compressive ductility,EXP,None,298.0,13.9,3.0,%,F11,10.1016/j.mtadv.2026.100712
LD,Ti21.7 Zr24.6 Hf7.1 Ta30.7 W15.9,BCC+BCC,VAM,composition was ML-optimized; property value averaged from 3 runs; property uncertainty set as 1/2 of range from 3 runs,compressive ductility,EXP,None,298.0,5.2,1.2,%,F11,10.1016/j.mtadv.2026.100712
B1(hs),Ti75 Zr12.5 Hf12.5,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,hardness,EXP,None,298.0,2853837000.0,None,Pa,F5a,10.1016/j.jmrt.2025.12.182
B1(cs),Ti75 Zr12.5 Hf12.5,None,AAM+H+WQ+CT,homogenized at 1473K for 2h and water quenched and then cryogenic treated (CT) in liquid nitrogen at 77K for 180s to induce some martensitic transfromation; supposedly BCC+HCP but the XRD appears inconclusive,hardness,EXP,None,298.0,3667818000.0,None,Pa,F5a,10.1016/j.jmrt.2025.12.182
B2(hs),Ti77.8 Zr11.1 Hf11.1,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,hardness,EXP,None,298.0,2912679000.0,None,Pa,F5a,10.1016/j.jmrt.2025.12.182
B2(cs),Ti77.8 Zr11.1 Hf11.1,None,AAM+H+WQ+CT,homogenized at 1473K for 2h and water quenched and then cryogenic treated (CT) in liquid nitrogen at 77K for 180s to induce some martensitic transfromation; supposedly BCC+HCP but the XRD appears inconclusive,hardness,EXP,None,298.0,3932607000.0,None,Pa,F5a,10.1016/j.jmrt.2025.12.182
B3(hs),Ti80 Zr10 Hf10,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,hardness,EXP,None,298.0,2804802000.0,None,Pa,F5a,10.1016/j.jmrt.2025.12.182
B3(cs),Ti80 Zr10 Hf10,None,AAM+H+WQ+CT,homogenized at 1473K for 2h and water quenched and then cryogenic treated (CT) in liquid nitrogen at 77K for 180s to induce some martensitic transfromation; supposedly BCC+HCP but the XRD appears inconclusive,hardness,EXP,None,298.0,3805116000.0,None,Pa,F5a,10.1016/j.jmrt.2025.12.182
B4(hs),Ti60.1 Zr10.1 Hf10.1 Al14 V5,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,hardness,EXP,None,298.0,3756081000.0,None,Pa,F5a,10.1016/j.jmrt.2025.12.182
B4(cs),Ti60.1 Zr10.1 Hf10.1 Al14 V5,None,AAM+H+WQ+CT,homogenized at 1473K for 2h and water quenched and then cryogenic treated (CT) in liquid nitrogen at 77K for 180s to induce some martensitic transfromation; supposedly BCC+HCP but the XRD appears inconclusive,hardness,EXP,None,298.0,4148361000.0,None,Pa,F5a,10.1016/j.jmrt.2025.12.182
B5(hs),Ti63.5 Zr9.1 Hf9.1 Al13.5 V4.8,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,hardness,EXP,None,298.0,3795309000.0,None,Pa,F5a,10.1016/j.jmrt.2025.12.182
B5(cs),Ti63.5 Zr9.1 Hf9.1 Al13.5 V4.8,None,AAM+H+WQ+CT,homogenized at 1473K for 2h and water quenched and then cryogenic treated (CT) in liquid nitrogen at 77K for 180s to induce some martensitic transfromation; supposedly BCC+HCP but the XRD appears inconclusive,hardness,EXP,None,298.0,4217010000.0,None,Pa,F5a,10.1016/j.jmrt.2025.12.182
B6(hs),Ti65.7 Zr8.2 Hf8.2 Al13.2 V4.7,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,hardness,EXP,None,298.0,3697239000.0,None,Pa,F5a,10.1016/j.jmrt.2025.12.182
B6(cs),Ti65.7 Zr8.2 Hf8.2 Al13.2 V4.7,None,AAM+H+WQ+CT,homogenized at 1473K for 2h and water quenched and then cryogenic treated (CT) in liquid nitrogen at 77K for 180s to induce some martensitic transfromation; supposedly BCC+HCP but the XRD appears inconclusive,hardness,EXP,None,298.0,4011063000.0,None,Pa,F5a,10.1016/j.jmrt.2025.12.182
R1(hs),Ti86.2 Al10.2 V3.6,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,hardness,EXP,None,298.0,3726660000.0,None,Pa,F5a,10.1016/j.jmrt.2025.12.182
R1(cs),Ti86.2 Al10.2 V3.6,None,AAM+H+WQ+CT,homogenized at 1473K for 2h and water quenched and then cryogenic treated (CT) in liquid nitrogen at 77K for 180s to induce some martensitic transfromation; supposedly BCC+HCP but the XRD appears inconclusive,hardness,EXP,None,298.0,4079712000.0,None,Pa,F5a,10.1016/j.jmrt.2025.12.182
B1(hs),Ti75 Zr12.5 Hf12.5,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,compressive yield strength,EXP,None,298.0,750000000.0,None,Pa,T2,10.1016/j.jmrt.2025.12.182
B2(hs),Ti77.8 Zr11.1 Hf11.1,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,compressive yield strength,EXP,None,298.0,763000000.0,None,Pa,T2,10.1016/j.jmrt.2025.12.182
B3(hs),Ti80 Zr10 Hf10,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,compressive yield strength,EXP,None,298.0,893000000.0,None,Pa,T2,10.1016/j.jmrt.2025.12.182
B4(hs),Ti60.1 Zr10.1 Hf10.1 Al14 V5,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,compressive yield strength,EXP,None,298.0,1078000000.0,None,Pa,T2,10.1016/j.jmrt.2025.12.182
B5(hs),Ti63.5 Zr9.1 Hf9.1 Al13.5 V4.8,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,compressive yield strength,EXP,None,298.0,1056000000.0,None,Pa,T2,10.1016/j.jmrt.2025.12.182
B6(hs),Ti65.7 Zr8.2 Hf8.2 Al13.2 V4.7,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,compressive yield strength,EXP,None,298.0,1094000000.0,None,Pa,T2,10.1016/j.jmrt.2025.12.182
R1(hs),Ti86.2 Al10.2 V3.6,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,compressive yield strength,EXP,None,298.0,879000000.0,None,Pa,T2,10.1016/j.jmrt.2025.12.182
B1(hs),Ti75 Zr12.5 Hf12.5,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,UCS,EXP,None,298.0,1303000000.0,None,Pa,T2,10.1016/j.jmrt.2025.12.182
B2(hs),Ti77.8 Zr11.1 Hf11.1,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,UCS,EXP,None,298.0,1212000000.0,None,Pa,T2,10.1016/j.jmrt.2025.12.182
B3(hs),Ti80 Zr10 Hf10,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,UCS,EXP,None,298.0,1183000000.0,None,Pa,T2,10.1016/j.jmrt.2025.12.182
B4(hs),Ti60.1 Zr10.1 Hf10.1 Al14 V5,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,UCS,EXP,None,298.0,1522000000.0,None,Pa,T2,10.1016/j.jmrt.2025.12.182
B5(hs),Ti63.5 Zr9.1 Hf9.1 Al13.5 V4.8,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,UCS,EXP,None,298.0,1667000000.0,None,Pa,T2,10.1016/j.jmrt.2025.12.182
B6(hs),Ti65.7 Zr8.2 Hf8.2 Al13.2 V4.7,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,UCS,EXP,None,298.0,1297000000.0,None,Pa,T2,10.1016/j.jmrt.2025.12.182
R1(hs),Ti86.2 Al10.2 V3.6,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,UCS,EXP,None,298.0,1415.0,None,Pa,T2,10.1016/j.jmrt.2025.12.182
B1(hs),Ti75 Zr12.5 Hf12.5,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,compressive ductility,EXP,None,298.0,23.1,None,%,T2,10.1016/j.jmrt.2025.12.182
B2(hs),Ti77.8 Zr11.1 Hf11.1,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,compressive ductility,EXP,None,298.0,26.9,None,%,T2,10.1016/j.jmrt.2025.12.182
B3(hs),Ti80 Zr10 Hf10,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,compressive ductility,EXP,None,298.0,7.7,None,%,T2,10.1016/j.jmrt.2025.12.182
B4(hs),Ti60.1 Zr10.1 Hf10.1 Al14 V5,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,compressive ductility,EXP,None,298.0,31.1,None,%,T2,10.1016/j.jmrt.2025.12.182
B5(hs),Ti63.5 Zr9.1 Hf9.1 Al13.5 V4.8,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,compressive ductility,EXP,None,298.0,32.5,None,%,T2,10.1016/j.jmrt.2025.12.182
B6(hs),Ti65.7 Zr8.2 Hf8.2 Al13.2 V4.7,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,compressive ductility,EXP,None,298.0,13.8,None,%,T2,10.1016/j.jmrt.2025.12.182
R1(hs),Ti86.2 Al10.2 V3.6,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,compressive ductility,EXP,None,298.0,26.3,None,%,T2,10.1016/j.jmrt.2025.12.182
B1(hs),Ti75 Zr12.5 Hf12.5,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,corrosion potential,EXP,3.5 wt% NaCl,298.0,-1.51,None,V,T4,10.1016/j.jmrt.2025.12.182
B1(cs),Ti75 Zr12.5 Hf12.5,None,AAM+H+WQ+CT,homogenized at 1473K for 2h and water quenched and then cryogenic treated (CT) in liquid nitrogen at 77K for 180s to induce some martensitic transfromation; supposedly BCC+HCP but the XRD appears inconclusive,corrosion potential,EXP,3.5 wt% NaCl,298.0,-1.54,None,V,T4,10.1016/j.jmrt.2025.12.182
B2(hs),Ti77.8 Zr11.1 Hf11.1,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,corrosion potential,EXP,3.5 wt% NaCl,298.0,-1.48,None,V,T4,10.1016/j.jmrt.2025.12.182
B2(cs),Ti77.8 Zr11.1 Hf11.1,None,AAM+H+WQ+CT,homogenized at 1473K for 2h and water quenched and then cryogenic treated (CT) in liquid nitrogen at 77K for 180s to induce some martensitic transfromation; supposedly BCC+HCP but the XRD appears inconclusive,corrosion potential,EXP,3.5 wt% NaCl,298.0,-1.55,None,V,T4,10.1016/j.jmrt.2025.12.182
B3(hs),Ti80 Zr10 Hf10,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,corrosion potential,EXP,3.5 wt% NaCl,298.0,-1.42,None,V,T4,10.1016/j.jmrt.2025.12.182
B3(cs),Ti80 Zr10 Hf10,None,AAM+H+WQ+CT,homogenized at 1473K for 2h and water quenched and then cryogenic treated (CT) in liquid nitrogen at 77K for 180s to induce some martensitic transfromation; supposedly BCC+HCP but the XRD appears inconclusive,corrosion potential,EXP,3.5 wt% NaCl,298.0,-1.45,None,V,T4,10.1016/j.jmrt.2025.12.182
B4(hs),Ti60.1 Zr10.1 Hf10.1 Al14 V5,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,corrosion potential,EXP,3.5 wt% NaCl,298.0,-1.45,None,V,T4,10.1016/j.jmrt.2025.12.182
B4(cs),Ti60.1 Zr10.1 Hf10.1 Al14 V5,None,AAM+H+WQ+CT,homogenized at 1473K for 2h and water quenched and then cryogenic treated (CT) in liquid nitrogen at 77K for 180s to induce some martensitic transfromation; supposedly BCC+HCP but the XRD appears inconclusive,corrosion potential,EXP,3.5 wt% NaCl,298.0,-1.46,None,V,T4,10.1016/j.jmrt.2025.12.182
B5(hs),Ti63.5 Zr9.1 Hf9.1 Al13.5 V4.8,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,corrosion potential,EXP,3.5 wt% NaCl,298.0,-1.54,None,V,T4,10.1016/j.jmrt.2025.12.182
B5(cs),Ti63.5 Zr9.1 Hf9.1 Al13.5 V4.8,None,AAM+H+WQ+CT,homogenized at 1473K for 2h and water quenched and then cryogenic treated (CT) in liquid nitrogen at 77K for 180s to induce some martensitic transfromation; supposedly BCC+HCP but the XRD appears inconclusive,corrosion potential,EXP,3.5 wt% NaCl,298.0,-1.44,None,V,T4,10.1016/j.jmrt.2025.12.182
B6(hs),Ti65.7 Zr8.2 Hf8.2 Al13.2 V4.7,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,corrosion potential,EXP,3.5 wt% NaCl,298.0,-1.42,None,V,T4,10.1016/j.jmrt.2025.12.182
B6(cs),Ti65.7 Zr8.2 Hf8.2 Al13.2 V4.7,None,AAM+H+WQ+CT,homogenized at 1473K for 2h and water quenched and then cryogenic treated (CT) in liquid nitrogen at 77K for 180s to induce some martensitic transfromation; supposedly BCC+HCP but the XRD appears inconclusive,corrosion potential,EXP,3.5 wt% NaCl,298.0,-1.49,None,V,T4,10.1016/j.jmrt.2025.12.182
R1(hs),Ti86.2 Al10.2 V3.6,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,corrosion potential,EXP,3.5 wt% NaCl,298.0,-1.46,None,V,T4,10.1016/j.jmrt.2025.12.182
R1(cs),Ti86.2 Al10.2 V3.6,None,AAM+H+WQ+CT,homogenized at 1473K for 2h and water quenched and then cryogenic treated (CT) in liquid nitrogen at 77K for 180s to induce some martensitic transfromation; supposedly BCC+HCP but the XRD appears inconclusive,corrosion potential,EXP,3.5 wt% NaCl,298.0,-1.52,None,V,T4,10.1016/j.jmrt.2025.12.182
B1(hs),Ti75 Zr12.5 Hf12.5,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,corrosion current density,EXP,3.5 wt% NaCl,298.0,0.518,None,A/m^2,T4,10.1016/j.jmrt.2025.12.182
B1(cs),Ti75 Zr12.5 Hf12.5,None,AAM+H+WQ+CT,homogenized at 1473K for 2h and water quenched and then cryogenic treated (CT) in liquid nitrogen at 77K for 180s to induce some martensitic transfromation; supposedly BCC+HCP but the XRD appears inconclusive,corrosion current density,EXP,3.5 wt% NaCl,298.0,0.572,None,A/m^2,T4,10.1016/j.jmrt.2025.12.182
B2(hs),Ti77.8 Zr11.1 Hf11.1,None,AAM+H+WQ,homogenized at 1473K for 2h and water quenched; supposedly BCC+HCP but the XRD appears inconclusive,corrosion current density,EXP,3.5 wt% NaCl,298.0,0.526,None,A/m^2,T4,10.1016/j.jmrt.2025.12.182
B2(cs),Ti77.8 Zr11.1 Hf11.1,None,AAM+H+WQ+CT,homogenized at 1473K for 2h and water quenched and then cryogenic treated (CT) in liquid nitrogen at 77K for 180s to induce some martensitic transfromation; supposedly BCC+HCP but the XRD appears inconclusive,corrosion current density,EXP,3.5 wt% NaCl,298.0,0.607,None,A/m^2,T4,10.1016/j.jmrt.2025.12.182
